阿爸	aaba
魚	yunf
頁	yemc
門	mfan
鳥	nnhf
風	fghi
見	jmbu
兒	erhu
疌	jpjo
拚	pjq
拚	pjqt
拚	pbqt
跍	kurr
菴	antu
菴	antv
乇	tohp
釆	bmhd
㝵	deai
犮	baie
犮	baik
丌	qiml
吋	cyri
畐	fumw
咼	gobr
尞	lnkf
冓	gztb
䖝	ishi
氶	igne
氶	vgne
昷	wfat
坴	lugg
巿	fujb
吂	mhyr
夗	wjnu
啇	diyr
㧾	huqp
劵	jrfs
娸	qivc
㒼	mjto
夲	bfkj
畺	jlmm
囪	cshk
㑎	ncou
咅	pzyr
毬	qqhe
䍃	ycbu
昜	yhah
夋	qyie
夌	lkge
蒦	hote
肶	bibp
肙	yrrb
畾	lwww
厽	lwii
椮	sfdh
椮	sfd
颪	gxmn
颪	gxmi
辷	yiym
蛯	lclp
畩	yiwv
髈	phbs
髈	bhbs
遝	taye
遝	tayf
呎	iiro
‌睩	luou
斢	tntj
豖	iumo
搊	izqu
枼	yepd
喿	zcrd
籺	hefn
棯	ufdp
囝	njwd
伝	yyoi
𠂢	pdhv
丮	jinq
卂	xynj
夅	jlhq
戉	ytiv
厷	gski
𠂤	dvhr
牠	tahd
啳	jtru
揎	xrqm
厹	rzki
😊	oi
🚶🐎👀🌸	oigh
🐎🐎🐅🐅	oimh
😓	oihj
😂	oixk
🤣	oixd
😊	oixn
🙂	oihh
🤭	oitx
🤔	oisk
🤔	oixx
🙄	oiby
😘	oifw
😚	oitz
😐	oilm
😏	oidy
😀	oiha
😫	oipb
😛	oitu
😒	oibz
😠	oiuq
😕	oikh
😕	oipz
😖	oiub
😤	oiiq
😵	oiyy
🤕	oiuu
😑	oiog
😴	oiuj
😪	oiky
😁	oicy
😄	oidx
😉	oivy
😎	oimj
😙	oiwf
😣	oiji
😯	oiij
😜	oiqp
😓	oilh
😲	oijy
😞	oiuw
😢	oiku
😧	oitk
😰	oilh
😡	oifn
😊	oiwx
😍	oihi
😋	oihi
😇	oitu
😑	oiwy
🤨	oitm
😶	oiim
😥	oiuw
😌	oiax
😷	oikv
😟	oiyu
😨	oikj
😱	oijk
👏	oigv
😭	oidk
🤫	oixu
🤗	oibb
🥱	oihq
🤐	oibz
🤫	oiaj
😚	oiqq
🤥	oiuh
🌝	oiyl
🌚	oiyl
☹	oibm
🙃	oidl
🤭	oibu
😔	oiis
🤮	oiot
🤢	oiex
😋	oimw
🤡	oixi
🥂	oigb
🍻	oigb
💔	oilk
👌	oiok
👍	oiql
👎	oiro
🖕	oicc
🙏	oibt
🍚	oifj
🍵	oiia
🐻	oixs
🐔	oiji
🐂	oinq
🐦	oinn
🐴	oimt
🐍	oiue
🐲	oils
🐟	oiyu
🐋	oijy
🐖	oivu
🐑	oiyh
🐕	oigz
🐈	oimc
🐉	oils
🌹	oimg
🍺️	oipj
🍉	oixg
🎂	oidg
💣	oivd
🐶	oigt
🐏	oiyh
🐊	oiey
🐧	oiqe
🦋	oihd
🐾	oijy
🐌	oiwn
🐭	oiut
🐢	oiwg
🐵	oiht
🐷	oivt
🐹	oicu
🐮	oint
🐡	oiht
🐯	oiht
🐁	oilu
🐺	oilt
🐛	oiii
🐛	oiqi
🐳	oijy
🐞	oipi
🐬	oiht
🐫	oilt
🐨	oikl
🐤	oixj
🐇	oitz
🐓	oiji
🐼	oixm
🐜	oimy
🐘	oidx
🐝	oimf
🐱	oimt
🐸	oiqw
🐰	oitz
🐂🚶	oinr
🍑	oitz
👀	oiyj
🌸	oihx
🐎	oima
🚶	oirf
🐅	oihu
🍜	oimm
💰	oiqm
❓	oiwh
❗️	oijt
✅	oigz
❎	oiia
➕	oijx
➖	oijm
➗	oiiu
✖️	oiig
🇨🇳	oigq
☕️	oikf
💦	oiuv
💩	oidb
一	oba
丨	obl
丿	obp
丶	obd
乛	obv
乀	obn
鱼	oba
冖	obb
宀	obb
丷	obb
疒	obb
勹	obb
比左部	obb
艹	obc
廾	obc
冫	obd
氵	obd
刂	obd
⺈	obd
阝	obe
卩	obe
彐	obe
山	obe
见下部	obe
扌	obf
寿带上部	obf
龶	obf
缶	obf
既左部	obg
艮	obg
鬼	obg
革	obg
骨	obg
灬	obh
虍	obh
黑	obh
余下部	obh
彳	obi
亍	obi
虫	obi
钅	obj
金	obj
龹	obj
匚	obk
冂	obk
凵	obk
囗	obk
㠯	obk
耂	obl
立	obl
龙	obl
朩	obm
⺧	obn
牜	obn
日	obo
月	obo
目	obo
礻	obp
衤	obp
犭	obq
求	obq
具其上部	obq
亻	obr
纟	obs
厶	obs
龴	obs
罒	obs
田	obt
饣	obu
龵	obu
𠂇	obu
氺	obu
石	obu
⺮	obv
豸	obv
亠	obw
夂	obw
攵	obw
文	obw
忄	obx
乂	obx
⺍	obx
⺌	obx
⺗	obx
讠	oby
⺶	oby
⺷	oby
𧘇	oby
羊	oby
⻊	obz
廴	obz
辶	obz
[破涕为笑]	owxk
[合十]	owbt
[微笑]	owwx
[撇嘴]	owpz
[色]	owse
[发呆]	owfd
[得意]	owdy
[流泪]	owll
[害羞]	owhx
[闭嘴]	owbz
[睡]	owuv
[大哭]	owdk
[尴尬]	owgg
[发怒]	owfn
[调皮]	owtp
[呲牙]	owcy
[惊讶]	owjy
[难过]	owng
[囧]	owjs
[抓狂]	owvk
[吐]	owtu
[偷笑]	owtx
[愉快]	owyk
[白眼]	owby
[傲慢]	owam
[困]	owky
[惊恐]	owjk
[流汗]	owlh
[憨笑]	owhx
[悠闲]	owyx
[奋斗]	owfd
[咒骂]	owvm
[疑问]	owyw
[嘘]	owxu
[晕]	owyy
[衰]	owuk
[骷髅]	owkl
[敲打]	owqd
[再见]	owzj
[擦汗]	owch
[抠鼻]	owkb
[鼓掌]	owgv
[坏笑]	owhx
[左哼哼]	owhh
[右哼哼]	owhh
[哈欠]	owhq
[鄙视]	owbu
[委屈]	owwq
[快哭了]	owkk
[阴险]	owyx
[亲亲]	owqq
[可怜]	owkl
[菜刀]	owcd
[西瓜]	owxg
[啤酒]	owpj
[咖啡]	owkf
[猪头]	owvt
[玫瑰]	owmg
[凋谢]	owdx
[嘴唇]	owzi
[爱心]	owax
[心碎]	owxs
[蛋糕]	owdg
[炸弹]	owvd
[便便]	owbb
[月亮]	owyl
[太阳]	owty
[拥抱]	owyb
[强]	owql
[弱]	owro
[握手]	owwu
[胜利]	owul
[抱拳]	owbq
[勾引]	owgy
[拳头]	owqt
[OK]	owok
[跳跳]	owtt
[发抖]	owfd
[怄火]	owoh
[转圈]	owvq
[嘿哈]	owhh
[捂脸]	owwl
[奸笑]	owjx
[机智]	owjv
[皱眉]	owvm
[耶]	owye
[吃瓜]	owig
[加油]	owjy
[汗]	owhj
[天啊]	owta
[Emm]	owem
[社会社会]	owuh
[旺柴]	owwi
[打脸]	owdl
[加油加油]	owjy
[哇]	owwa
[红包]	owhb
[發]	owfa
[福]	owfu
[翻白眼]	owby
[666]	owll
[让我看看]	owkk
[叹气]	owtq
[苦涩]	owks
[裂开]	owlk
＆	ota
α	ota
～	otb
β	otb
©	otb
℃	otc
°	otd
＝	otd
≠	otd
≥	otd
＞	otd
の	ote
ε	ote
′	otf
Φ	otf
□	otf
■	otf
√	otg
γ	otg
℉	oth
※	oth
¤	oth
×	oti
÷	oti
＋	otj
－	otj
␣	otk
♪	otk
m³	otl
″	otm
μ	otm
$	otm
￠	otm
♂	otn
♀	otn
№	otn
€	oto
Ω	oto
㎡	otp
π	otp
☰	otq
☷	otq
¥	otr
∴	ots
∵	ots
△	ots
▲	ots
฿	ott
℡	ott
ϟ	otu
囍	otu
™	otu
§	otv
®	otv
㈱	otv
‱	otw
∞	otw
卍	otw
卐	otw
≤	otx
＜	otx
☆	otx
★	otx
£	oty
ü	oty
≈	oty
○	oty
●	oty
←	otz
→	otz
↑	otz
↓	otz
凹	oxa
百	oxb
白	oxb
八	oxb
卜	oxb
匕	oxb
卞	oxb
不	oxb
巴	oxb
本	oxb
必	oxb
丙	oxb
半	oxb
办	oxb
寸	oxc
才	oxc
册	oxc
匆	oxc
大	oxd
丁	oxd
刀	oxd
歹	oxd
刁	oxd
东	oxd
丹	oxd
电	oxd
氐	oxd
二	oxe
耳	oxe
儿	oxe
而	oxe
非	oxf
方	oxf
飞	oxf
夫	oxf
凡	oxf
甫	oxf
弗	oxf
乏	oxf
丰	oxf
广	oxg
弓	oxg
戈	oxg
工	oxg
瓜	oxg
干	oxg
个	oxg
甘	oxg
丐	oxg
果	oxg
更	oxg
夬	oxg
禾	oxh
户	oxh
互	oxh
乎	oxh
火	oxh
川	oxi
厂	oxi
车	oxi
长	oxi
叉	oxi
尺	oxi
丑	oxi
臣	oxi
成	oxi
垂	oxi
斥	oxi
串	oxi
产	oxi
出	oxi
巾	oxj
几	oxj
九	oxj
斤	oxj
久	oxj
巨	oxj
己	oxj
井	oxj
及	oxj
夹	oxj
甲	oxj
臼	oxj
韭	oxj
戋	oxj
柬	oxj
击	oxj
口	oxk
开	oxk
亏	oxk
了	oxl
力	oxl
乐	oxl
来	oxl
良	oxl
两	oxl
里	oxl
吏	oxl
耒	oxl
卵	oxl
丽	oxl
木	oxm
毛	oxm
米	oxm
门	oxm
马	oxm
皿	oxm
末	oxm
灭	oxm
母	oxm
民	oxm
么	oxm
面	oxm
廿	oxn
女	oxn
牛	oxn
鸟	oxn
乃	oxn
内	oxn
农	oxn
年	oxn
片	oxp
平	oxp
爿	oxp
七	oxq
千	oxq
犬	oxq
且	oxq
丘	oxq
曲	oxq
气	oxq
乞	oxq
人	oxr
入	oxr
冉	oxr
壬	oxr
刃	oxr
三	oxs
巳	oxs
肃	oxs
土	oxt
天	oxt
太	oxt
屯	oxt
十	oxu
尸	oxu
士	oxu
手	oxu
身	oxu
水	oxu
上	oxu
少	oxu
术	oxu
失	oxu
生	oxu
世	oxu
申	oxu
史	oxu
升	oxu
事	oxu
书	oxu
束	oxu
勺	oxu
戍	oxu
豕	oxu
氏	oxu
矢	oxu
止	oxv
爪	oxv
主	oxv
舟	oxv
之	oxv
正	oxv
丈	oxv
中	oxv
专	oxv
朱	oxv
州	oxv
重	oxv
乍	oxv
王	oxw
瓦	oxw
五	oxw
无	oxw
万	oxw
午	oxw
亡	oxw
未	oxw
乌	oxw
韦	oxw
勿	oxw
为	oxw
戊	oxw
我	oxw
丸	oxw
兀	oxw
小	oxx
西	oxx
心	oxx
血	oxx
下	oxx
夕	oxx
乡	oxx
习	oxx
戌	oxx
又	oxy
酉	oxy
已	oxy
于	oxy
义	oxy
与	oxy
夭	oxy
玉	oxy
牙	oxy
丫	oxy
永	oxy
尤	oxy
也	oxy
业	oxy
由	oxy
央	oxy
亚	oxy
严	oxy
用	oxy
幺	oxy
禺	oxy
臾	oxy
尹	oxy
禹	oxy
夷	oxy
弋	oxy
聿	oxy
雨	oxy
曳	oxy
再	oxz
自	oxz
子	oxz
①	oyy
Ⅰ	oyy
②	oye
Ⅱ	oye
③	oys
Ⅲ	oys
④	oysi
Ⅳ	oysi
④	oyf
Ⅳ	oyf
⑤	oyw
Ⅴ	oyw
⑥	oyl
Ⅵ	oyl
⑦	oyq
Ⅶ	oyq
⑧	oyb
Ⅷ	oyb
⑨	oyj
Ⅸ	oyj
⑩	oyu
Ⅹ	oyu
ā	oha
á	oha
ǎ	oha
à	oha
ō	oho
ó	oho
ǒ	oho
ò	oho
ē	ohe
é	ohe
ě	ohe
è	ohe
ê	ohe
ī	ohi
í	ohi
ǐ	ohi
ì	ohi
ū	ohu
ú	ohu
ǔ	ohu
ù	ohu
ü	ohv
ǖ	ohv
ǘ	ohv
ǚ	ohv
ǜ	ohv
点数u	ofd
⒈	ofdu
⒉	ofdu
⒊	ofdu
⒋	ofdu
⒌	ofdu
⒍	ofdu
⒎	ofdu
⒏	ofdu
⒐	ofdu
⒑	ofdu
⒒	ofdu
⒓	ofdu
⒔	ofdu
⒕	ofdu
⒖	ofdu
⒗	ofdu
⒘	ofdu
⒙	ofdu
⒚	ofdu
⒛	ofdu
单位w	ofd
㎎	ofdw
㎏	ofdw
㎜	ofdw
㎝	ofdw
㎞	ofdw
㎡	ofdw
nm	ofdw
μm	ofdw
μg	ofdw
㏄	ofdw
㏎	ofdw
㏑	ofdw
㏒	ofdw
㏕	ofdw
俄大d	ofe
А	ofed
Б	ofed
В	ofed
Г	ofed
Д	ofed
Е	ofed
Ж	ofed
З	ofed
И	ofed
Й	ofed
К	ofed
Л	ofed
М	ofed
Н	ofed
О	ofed
П	ofed
Р	ofed
С	ofed
Т	ofed
У	ofed
Ф	ofed
Х	ofed
Ц	ofed
Ч	ofed
Ш	ofed
Щ	ofed
Ъ	ofed
Ы	ofed
Ь	ofed
Э	ofed
Ю	ofed
Я	ofed
Ё	ofed
俄小x	ofe
а	ofex
б	ofex
в	ofex
г	ofex
д	ofex
е	ofex
ж	ofex
з	ofex
и	ofex
й	ofex
к	ofex
л	ofex
м	ofex
н	ofex
о	ofex
п	ofex
р	ofex
с	ofex
т	ofex
у	ofex
ф	ofex
х	ofex
ц	ofex
ч	ofex
ш	ofex
щ	ofex
ъ	ofex
ы	ofex
ь	ofex
э	ofex
ю	ofex
я	ofex
ё	ofex
括数	ofk
⑴	ofku
⑵	ofku
⑶	ofku
⑷	ofku
⑸	ofku
⑹	ofku
⑺	ofku
⑻	ofku
⑼	ofku
⑽	ofku
⑾	ofku
⑿	ofku
⒀	ofku
⒁	ofku
⒂	ofku
⒃	ofku
⒄	ofku
⒅	ofku
⒆	ofku
⒇	ofku
货币b	ofh
€	ofhb
$	ofhb
￠	ofhb
£	ofhb
￡	ofhb
¥	ofhb
￥	ofhb
฿	ofhb
═	ofht
║	ofht
╧	ofht
╪	ofht
╤	ofht
╡	ofht
╞	ofht
▁	ofht
╕	ofht
╒	ofht
╛	ofht
╘	ofht
日大d	ofr
ァ	ofrd
ア	ofrd
ィ	ofrd
イ	ofrd
ゥ	ofrd
ウ	ofrd
ェ	ofrd
エ	ofrd
ォ	ofrd
オ	ofrd
カ	ofrd
ガ	ofrd
キ	ofrd
ギ	ofrd
ク	ofrd
グ	ofrd
ケ	ofrd
ゲ	ofrd
コ	ofrd
ゴ	ofrd
サ	ofrd
ザ	ofrd
シ	ofrd
ジ	ofrd
ス	ofrd
ズ	ofrd
セ	ofrd
ゼ	ofrd
ソ	ofrd
ゾ	ofrd
タ	ofrd
ダ	ofrd
チ	ofrd
ヂ	ofrd
ッ	ofrd
ツ	ofrd
ヅ	ofrd
テ	ofrd
デ	ofrd
ト	ofrd
ド	ofrd
ナ	ofrd
ニ	ofrd
ヌ	ofrd
ネ	ofrd
ノ	ofrd
ハ	ofrd
バ	ofrd
パ	ofrd
ヒ	ofrd
ビ	ofrd
ピ	ofrd
フ	ofrd
ブ	ofrd
プ	ofrd
ヘ	ofrd
ベ	ofrd
ペ	ofrd
ホ	ofrd
ボ	ofrd
ポ	ofrd
マ	ofrd
ミ	ofrd
ム	ofrd
メ	ofrd
モ	ofrd
ャ	ofrd
ヤ	ofrd
ュ	ofrd
ユ	ofrd
ョ	ofrd
ヨ	ofrd
ラ	ofrd
リ	ofrd
ル	ofrd
レ	ofrd
ロ	ofrd
ヮ	ofrd
ワ	ofrd
ヰ	ofrd
ヱ	ofrd
ヲ	ofrd
ン	ofrd
ヴ	ofrd
ヵ	ofrd
ヶ	ofrd
ー	ofrd
ヽ	ofrd
ヾ	ofrd
箭头t	ofj
←	ofjt
→	ofjt
↑	ofjt
↓	ofjt
↗	ofjt
↙	ofjt
↘	ofjt
↖	ofjt
↔	ofjt
↕	ofjt
日小x	ofr
ぁ	ofrx
あ	ofrx
ぃ	ofrx
い	ofrx
ぅ	ofrx
う	ofrx
ぇ	ofrx
え	ofrx
ぉ	ofrx
お	ofrx
か	ofrx
が	ofrx
き	ofrx
ぎ	ofrx
ぱ	ofrx
く	ofrx
ぐ	ofrx
け	ofrx
げ	ofrx
こ	ofrx
ご	ofrx
さ	ofrx
ざ	ofrx
し	ofrx
じ	ofrx
す	ofrx
ず	ofrx
せ	ofrx
ぜ	ofrx
そ	ofrx
ぞ	ofrx
た	ofrx
だ	ofrx
ち	ofrx
ぢ	ofrx
っ	ofrx
つ	ofrx
づ	ofrx
て	ofrx
で	ofrx
と	ofrx
ど	ofrx
な	ofrx
に	ofrx
ぬ	ofrx
ね	ofrx
の	ofrx
は	ofrx
ば	ofrx
ひ	ofrx
び	ofrx
ぴ	ofrx
ふ	ofrx
ぶ	ofrx
ぷ	ofrx
へ	ofrx
べ	ofrx
ぺ	ofrx
ほ	ofrx
ぼ	ofrx
ぽ	ofrx
ま	ofrx
み	ofrx
む	ofrx
め	ofrx
も	ofrx
ゃ	ofrx
や	ofrx
ゅ	ofrx
ゆ	ofrx
ょ	ofrx
よ	ofrx
ら	ofrx
り	ofrx
る	ofrx
れ	ofrx
ろ	ofrx
ゎ	ofrx
わ	ofrx
ゐ	ofrx
ゑ	ofrx
を	ofrx
ん	ofrx
゛	ofrx
゜	ofrx
ゝ	ofrx
ゞ	ofrx
偏旁p	ofp
勹	ofpp
灬	ofpp
冫	ofpp
艹	ofpp
屮	ofpp
辶	ofpp
刂	ofpp
匚	ofpp
阝	ofpp
廾	ofpp
丨	ofpp
虍	ofpp
彐	ofpp
卩	ofpp
钅	ofpp
冂	ofpp
冖	ofpp
宀	ofpp
疒	ofpp
肀	ofpp
丿	ofpp
攵	ofpp
凵	ofpp
犭	ofpp
亻	ofpp
彡	ofpp
饣	ofpp
礻	ofpp
扌	ofpp
氵	ofpp
纟	ofpp
亠	ofpp
囗	ofpp
忄	ofpp
讠	ofpp
衤	ofpp
廴	ofpp
尢	ofpp
夂	ofpp
丶	ofpp
丬	ofpp
拼音y	ofp
ā	ofpy
á	ofpy
ǎ	ofpy
à	ofpy
ō	ofpy
ó	ofpy
ǒ	ofpy
ò	ofpy
ê	ofpy
ē	ofpy
é	ofpy
ě	ofpy
è	ofpy
ī	ofpy
í	ofpy
ǐ	ofpy
ì	ofpy
ǖ	ofpy
ǘ	ofpy
ǚ	ofpy
ǜ	ofpy
ü	ofpy
ū	ofpy
ú	ofpy
ǔ	ofpy
ù	ofpy
罗大d	ofl
Ⅰ	ofld
Ⅱ	ofld
Ⅲ	ofld
Ⅳ	ofld
Ⅴ	ofld
Ⅵ	ofld
Ⅶ	ofld
Ⅷ	ofld
Ⅸ	ofld
Ⅹ	ofld
Ⅺ	ofld
Ⅻ	ofld
罗小x	ofl
ⅰ	oflx
ⅱ	oflx
ⅲ	oflx
ⅳ	oflx
ⅴ	oflx
ⅵ	oflx
ⅶ	oflx
ⅷ	oflx
ⅸ	oflx
ⅹ	oflx
特殊u	oft
℃	oftu
°	oftu
‰	oftu
♂	oftu
♀	oftu
§	oftu
№	oftu
☆	oftu
★	oftu
○	oftu
●	oftu
◎	oftu
◇	oftu
◆	oftu
□	oftu
■	oftu
△	oftu
▲	oftu
※	oftu
〓	oftu
＃	oftu
＆	oftu
＠	oftu
＼	oftu
＾	oftu
＿	oftu
￣	oftu
数学x	ofu
＋	ofux
－	ofux
＜	ofux
＝	ofux
＞	ofux
±	ofux
×	ofux
÷	ofux
∈	ofux
∏	ofux
∑	ofux
∕	ofux
√	ofux
∝	ofux
∞	ofux
∟	ofux
∠	ofux
∣	ofux
∥	ofux
∧	ofux
∨	ofux
∩	ofux
∪	ofux
∫	ofux
∮	ofux
∴	ofux
∵	ofux
∶	ofux
∷	ofux
∽	ofux
≈	ofux
≌	ofux
≒	ofux
≠	ofux
≡	ofux
≤	ofux
≥	ofux
≦	ofux
≧	ofux
≮	ofux
≯	ofux
⊕	ofux
⊙	ofux
⊥	ofux
⊿	ofux
中数u	ofv
㈠	ofvu
㈡	ofvu
㈢	ofvu
㈣	ofvu
㈤	ofvu
㈥	ofvu
㈦	ofvu
㈧	ofvu
㈨	ofvu
㈩	ofvu
注音y	ofv
ㄅ	ofvy
ㄆ	ofvy
ㄇ	ofvy
ㄈ	ofvy
ㄉ	ofvy
ㄊ	ofvy
ㄋ	ofvy
ㄌ	ofvy
ㄍ	ofvy
ㄎ	ofvy
ㄏ	ofvy
ㄐ	ofvy
ㄑ	ofvy
ㄒ	ofvy
ㄓ	ofvy
ㄔ	ofvy
ㄕ	ofvy
ㄖ	ofvy
ㄗ	ofvy
ㄘ	ofvy
ㄙ	ofvy
ㄧ	ofvy
ㄨ	ofvy
ㄩ	ofvy
ㄚ	ofvy
ㄛ	ofvy
ㄜ	ofvy
ㄝ	ofvy
ㄞ	ofvy
ㄟ	ofvy
ㄠ	ofvy
ㄡ	ofvy
ㄢ	ofvy
ㄣ	ofvy
ㄤ	ofvy
ㄥ	ofvy
ㄦ	ofvy
希大d	ofx
Α	ofxd
Β	ofxd
Γ	ofxd
Δ	ofxd
Ε	ofxd
Ζ	ofxd
Η	ofxd
Θ	ofxd
Ι	ofxd
Κ	ofxd
Λ	ofxd
Μ	ofxd
Ν	ofxd
Ξ	ofxd
Ο	ofxd
Π	ofxd
Ρ	ofxd
Σ	ofxd
Τ	ofxd
Υ	ofxd
Φ	ofxd
Χ	ofxd
Ψ	ofxd
Ω	ofxd
希小x	ofx
α	ofxx
β	ofxx
γ	ofxx
δ	ofxx
ε	ofxx
ζ	ofxx
η	ofxx
θ	ofxx
ι	ofxx
κ	ofxx
λ	ofxx
μ	ofxx
ν	ofxx
ξ	ofxx
ο	ofxx
π	ofxx
ρ	ofxx
σ	ofxx
τ	ofxx
υ	ofxx
φ	ofxx
χ	ofxx
ψ	ofxx
ω	ofxx
圆数u	ofy
①	ofyu
②	ofyu
③	ofyu
④	ofyu
⑤	ofyu
⑥	ofyu
⑦	ofyu
⑧	ofyu
⑨	ofyu
⑩	ofyu
制表b	ofv
┌	ofvb
└	ofvb
┐	ofvb
┘	ofvb
─	ofvb
│	ofvb
├	ofvb
┤	ofvb
┬	ofvb
┴	ofvb
┼	ofvb
上标b	ofu
¹	ofub
²	ofub
³	ofub
⁴	ofub
⁵	ofub
⁶	ofub
⁷	ofub
⁸	ofub
⁹	ofub
⁰	ofub
⁺	ofub
⁻	ofub
⁼	ofub
⁽	ofub
⁾	ofub
ⁿ	ofub
ˣ	ofub
下标b	ofx
₁	ofxb
₂	ofxb
₃	ofxb
₄	ofxb
₅	ofxb
₆	ofxb
₇	ofxb
₈	ofxb
₉	ofxb
₀	ofxb
₊	ofxb
₋	ofxb
₌	ofxb
₍	ofxb
₎	ofxb
ₙ	ofxb
ₓ	ofxb
https://flypy.com	xhgw
http://flypy.ysepan.com	xhwp
https://flypy.cc	xhrm
https://flypy.cc/#/gn	orm
安装	a
比较	b
词库	c
大概	d
嗯嗯	e
复杂	f
关系	g
忽略	h
重新	i
键盘	j
可以	k
理解	l
目录	m
内容	n
哦哦	o
便宜	p
其他	q
然后	r
所有	s
提供	t
时候	u
直接	v
位置	w
显示	x
有时	y
自动	z
为什么	wsm
无差别	wibp
干什么	gsme
錒	aacr
𠼞	aaom
𥥩	aajr
𨉚	aahu
𨉚	aahv
𱚱	aasi
㕌	aimi
㗒	airv
㘷	aigk
㝶	aiwi
㢊	aiir
㤅	aimp
㦈	aipt
㱯	aimt
㶼	aifk
㾢	aiko
㿄	aike
䀳	aibl
䅬	aiht
䑂	aibc
䔽	aitv
䝽	aibg
䠹	aiho
䨠	aimv
䶣	aiyt
伌	aiou
僾	aioe
凒	aiit
啀	airg
嘊	airg
噯	aire
塧	aigt
壒	aigt
娭	aivk
娾	aivg
嬡	aive
愛	aibe
懓	aipe
懝	aipo
捱	aiqg
敱	aiue
敳	aiuk
昹	aiae
曖	aiae
溰	aiet
溾	aiei
濭	aiet
璦	aime
皚	aiht
皧	aihe
瞹	aibe
硋	aimo
礙	aimo
薆	aite
藹	aitv
譪	aiyv
譺	aiyo
躷	aihv
銰	aick
鎄	aicv
鑀	aice
閡	aiao
靄	aimv
靉	aime
餲	aiov
馤	aihv
騃	aisk
鱫	aine
鴱	aitf
𠊎	aiog
𠳳	aird
𡁍	airo
𡉓	aigv
𡟓	aivv
𡰽	aisu
𡶃	aiun
𢟪	aiap
𢟪	aihp
𢟰	aipo
𢣏	aipt
𢣕	aipp
𢰇	aiqk
𣉼	aiat
𣋞	aiat
𣜬	aide
𣝅	aido
𣤃	aips
𣩱	aimt
𤢵	aikb
𤸖	aikv
𤸳	aikt
𤻢	aike
𥡽	aihe
𥤦	aije
𥴨	aihe
𦗍	aiss
𦗐	aiso
𦥂	aigg
𦥈	aitg
𦩴	aiht
𧏹	ailo
𧓁	aile
𧡋	aimu
𧪚	aiyt
𧰿	aimk
𧵨	aibv
𨶂	aiat
𩈋	aiml
𩪂	aibt
𩫇	aimb
𩮖	aist
𪇈	aibf
𪕭	aihv
𫂖	aihe
𫉁	aite
𫘤	aink
𫣊	aioe
𬤩	aiio
𬺃	aiyu
𭏦	aigt
𭞄	aipe
𮩝	ainv
𮲔	aiuk
𰛥	aieu
𰾭	aioe
𱉪	aitm
㛺	anva
㜝	anvw
㞄	anku
㞄	ankv
㟁	anuj
㫨	anav
㱘	anmm
㸩	anhj
㽢	anwu
㽢	anwv
䀂	anjt
䅁	anjd
䅖	anhu
䅖	anhv
䜙	anyf
䢿	anjl
䬓	anha
䮗	ansj
䯥	anbf
侒	anov
儑	anof
啽	anrt
堓	angj
婩	anvj
媕	anvt
峖	anuv
揞	anqa
晻	anau
晻	anav
洝	anev
玵	anmm
痷	anku
痷	ankv
盫	anot
罯	anwa
腤	anba
荌	antv
菴	antu
菴	antv
萻	anta
葊	antt
蓭	antu
蓭	antv
誝	anyr
諳	anya
豻	anbj
貋	anbj
銨	ancv
錌	ancj
闇	anaa
隌	anna
雸	anmm
鞌	anjj
韽	anoa
馣	anhu
馣	anhv
鮟	annv
鵪	ankf
鶕	anyf
鿷	anna
𠉬	anom
𠰑	anrj
𠽪	anra
𡎑	angh
𡪁	anjr
𡪙	anjb
𡯏	ankj
𡹼	anur
𡽜	anur
𢰍	anqf
𣆛	anma
𣚖	andu
𣚖	andv
𣣚	anko
𣵱	aneg
𣽥	anec
𤃷	anea
𤜁	anip
𤞿	ankk
𤟉	ankj
𥏮	anoa
𥦍	anjt
𥳬	anhf
𦺽	antu
𦺽	antv
𧖮	anha
𧩸	anyt
𧫥	anyu
𧫥	anyv
𧫧	anyw
𧮍	anya
𨲊	ansj
𩅝	anmu
𩅝	anmv
𩈴	anma
𩓤	anuc
𩭢	ansj
𩹎	anna
𪁟	anof
𪘒	anyr
𫗊	anha
𬮴	anla
𬴁	annj
𬸝	anym
𱊣	anom
𱏋	anou
𱏋	anov
㭿	ahdl
㼜	ahln
䀚	ahbl
䇦	ahhk
䒢	ahtl
䩕	ahtl
䭹	ahsl
䭺	ahsn
岇	ahul
昻	ahal
枊	ahdl
醠	ahmt
骯	ahbn
𠵫	ahrl
𠹃	ahrt
𡕉	ahgu
𡵙	ahul
𢓋	ahhl
𣉗	ahat
𣖮	ahdt
𤭒	ahin
𦫫	ahcu
𩉰	ahtb
𩑝	ahhc
𩔘	ahnc
𩜟	ahol
㑃	aoos
㕭	aork
㘬	aogi
㘭	aogs
㜜	aovk
㜩	aovk
㟼	aouk
㠂	aouk
㠗	aouk
㤇	aopk
㥿	aogp
㥿	aoqp
㩠	aoqf
㿰	aoye
䐿	aobk
䜒	aoyk
䥝	aocp
䦋	aosk
䫜	aouc
䫨	aogc
䫨	aoqc
䮯	aosk
䯠	aobt
䴈	aohf
䵅	aoge
䵅	aogn
䵅	aoqe
䵅	aoqn
厫	aomk
嗸	aogr
嗸	aoqr
垇	aogu
墺	aogk
奧	aohk
媼	aovt
嫯	aogv
嫯	aoqv
岰	aous
嶅	aogu
嶅	aoqu
嶴	aohu
慠	aopk
扷	aoqk
抝	aoqs
摮	aogq
摮	aoqq
擙	aoqk
柪	aods
