;	：
tzov	𩜶
tzpd	偷拍
tzpi	头皮
tzpn	投票
tzpn	愉
tzpv	愉
tzq	投
tzqc	天纵其才
tzqg	𱋍
tzqi	透气
tzqk	偷情
tzqp	偷窃
tzqu	偷取
tzre	䟝
tzrh	天灾人祸
tzrr	㖣
tzru	投入
tzsn	匬
tzss	投送
tzsu	投诉
tzsv	匬
tztc	头套
tztc	䕱
tztd	投胎
tztg	头疼
tztg	蘣
tztg	黈
tztj	斢
tztk	偷听
tztm	头天
tztn	头条
tzto	头陀
tzts	头痛
tztz	偷偷
tzue	投射
tzue	𡷠
tzuf	投身
tzug	偷生
tzuh	头上
tzui	透视
tzui	头饰
tzuv	偷税
tzuz	投手
tzv	投资者
tzve	透着
tzvg	妵
tzvh	天作之合
tzvi	透支
tzvj	紏
tzvn	媮
tzvn	緰
tzvn	𦈕
tzvs	綉
tzvu	投注
tzvv	婾
tzvv	緰
tzwf	贪赃枉法
tzwt	𡇧
tzww	头尾
tzx	投降
tzxi	偷袭
tzxl	头像
tzxm	头衔
tzxn	偷笑
tzxp	头屑
tzxu	头绪
tzy	透
tzy	替罪羊
tzya	諳
tzyc	投药
tzye	㪗
tzye	𪉘
tzyf	𩿢
tzyh	投资银行
tzyj	䚵
tzyk	投影
tzyk	敨
tzyn	諭
tzyr	投缘
tzyr	𨔙
tzyt	逗
tzyv	諭
tzyy	头晕
tzyz	头油
tzzi	骰子
tzzv	偷嘴
tzzz	偷走
u	是
u	时
u	时候
u	う
u	ウ
u	υ
u	Υ
u	ū
u	ú
u	ǔ
u	ù
u	û
u	ũ
u	ů
u	ű
u	ŭ
u	ū̱
u	ʊ
u	Ū
u	Ú
u	Ǔ
u	Ù
u	Û
u	Ũ
u	Ů
u	Ű
u	Ŭ
u	Ʊ
u	У
u	ᶘ
u	ᶙ
u	ᶷ
ua	啥
ua	厦
uaae	𣉜
uaah	閯
uabc	沙包
uabd	煞白
uabf	赊
uabf	賒
uabi	傻逼
uabu	纱布
uabv	𧳛
uabx	𥈊
uace	鎩
uach	䤬
uacj	𦔯
uacv	𨪍
uad	杉
uadd	沙袋
uadd	𣡽
uadd	𬂮
uade	榝
uade	樧
uadf	𣛶
uadg	傻等
uadh	𪌮
uadi	杀敌
uadj	傻蛋
uadm	栅
uadn	杀掉
uado	𣓉
uadp	杀跌
uadr	檆
uadt	柵
uadu	杀毒
uae	沙
uaed	桬
uaed	𭰒
uaee	𣻑
uaef	鯊
uaei	𧋊
uaem	鲨
uaen	乷
uaeo	㵤
uaeo	𣲓
uaeo	𣲡
uaeq	㸺
uaer	硰
uaer	𣶤
uaet	𬉇
uaeu	㲚
uaev	裟
uafa	沙发
uafb	𤑣
uaff	𩵮
uafh	粆
uafj	𦕉
uafn	𠚺
uagl	杀光
uago	砂锅
uago	𧻵
uagx	傻瓜
uah	歃
uaha	𣣮
uahd	杀害
uahl	沙皇
uaho	箑
uaho	㰱
uaho	䬊
uaho	𣣮
uahv	䈉
uahx	傻话
uahx	𢩖
uahx	𦩿
uai	廈
uaie	刹车
uaie	廈
uaie	𫍺
uaif	沙尘
uaih	沙场
uail	纱窗
uais	杀虫
uaiu	杀出
uaix	𢩖
uaiy	𢇗
uajb	纱巾
uajh	𪌮
uaji	杀鸡
uajx	杀价
uajy	杀菌
uak	杀
uak	痧
uake	殺
uakf	𤍁
uakf	𪄅
uakh	猀
uakm	𬸌
uakn	刹
uakn	剎
uako	閷
uako	𤟃
uako	𰿳
ual	傻了
uala	沙拉
uald	𬡕
uale	杀了
uale	𧏫
ualf	𢅑
ualh	㠺
ualh	𬮪
uali	砂砾
uali	帴
uals	沙龙
ualu	杀戮
ualv	帹
ualy	砂轮
ualz	沙漏
uam	砂
uam	霎
uam	歃
uama	𧲌
uami	沙弥
uamo	沙漠
uamo	䝊
uamo	𣣺
uamo	𧲌
uamp	杀灭
uamr	霅
uane	鮻
uanf	煞
uanh	魦
uanh	鯋
uanh	𫚌
uanj	𦔰
uanu	𡺧
uao	傻
uao	铩
uaoa	𠍽
uaoe	儍
uaoh	𰾈
uaor	倽
uaqh	𢶌
uaqh	𱋘
uaqi	杀气
uaqi	擑
uaqj	擑
uaqk	杀青
uaqq	沙丘
uaqu	毮
uar	嗄
uarf	杀人
uarh	唦
uaro	啑
uaru	杀入
uarv	唼
uarx	喢
uase	𩮫
uash	髿
uasi	杀死
uasm	歰
uaso	㰼
uaso	翜
uast	𰭢
uasv	翣
uat	莎
uatd	𰰵
uate	沙特
uate	蔱
uath	砂糖
uath	𩊮
uatj	沙滩
uatk	𦱵
uatk	𦾚
uatn	𦭉
uato	萐
uatu	沙土
uatz	杀头
uau	霎时
uaua	傻傻
uaug	杀生
uauh	杀伤
uaui	啥事
uauz	杀手
uav	纱
uave	繌
uavh	紗
uavh	𦀛
uavi	砂纸
uavu	杀猪
uawz	少安毋躁
uaxk	煞星
uaxn	傻笑
uaya	沙哑
uaye	訯
uaye	𧫝
uayj	傻眼
uayk	𢼵
uayo	𨘉
uayq	𨖷
uayu	鲨鱼
uazi	傻子
ub	顺便
ub	是吧
ubbx	誓不罢休
ubby	十八般武艺
ubcm	恕不从命
ubdc	收不到
ubde	舍不得
ubdk	说不定
ubdl	山崩地裂
ubdl	舍不得孩子套不住狼
ubdq	生不带来，死不带去
ubff	少部分
ubfg	恕不奉告
ubfp	恕不奉陪
ubfu	生不逢时
ubg	事半功倍
ubgb	事倍功半
ubgf	食不果腹
ubgj	事不关己
ubgq	说不过去
ubgq	事必躬亲
ubgs	事不过三
ubgu	少不更事
ubgw	食不甘味
ubgx	善罢甘休
ubhj	睡不好觉
ubik	说不出口
ubil	说不出来
ubiu	说不出
ubj	社保局
ubjd	深不见底
ubjn	胜不骄，败不馁
ubjs	十八九岁
ubju	少不经事
ubka	社保卡
ubkc	深不可测
ubkd	势不可挡
ubld	傻不愣登
uble	上班了
ublj	傻不拉叽
ubll	势不两立
ubln	受不了
ublq	神兵利器
ublu	稍不留神
ublv	树碑立传
ubml	身败名裂
ubnm	上半年
ubnu	寿比南山
ubnu	胜败乃兵家常事
ubqi	说不清楚
ubqk	说不清
ubqm	舍本求末
ubqu	上不去
ubqy	深表歉意
ubrs	生不如死
ubsr	士别三日
ubsv	十八岁
ubtd	双胞胎
ubtq	深表同情
ubu	是不是
ubua	傻不傻
ubui	时不时
ubuj	手不释卷
ubul	说不上来
ubum	失败是成功之母
ubuu	数不胜数
ubux	实报实销
ubvc	睡不着
ubvd	谁不知道
ubvj	神不知鬼不觉
ubvm	舍本逐末
ubvt	上不着天
ubvv	山不转水转
ubvy	说不准
ubwd	时不我待
ubwj	说不完
ubwy	时不我与
ubxh	谁不喜欢
ubxk	睡不醒
ubxm	实不相瞒
ubxy	食不下咽
ubye	上半夜
ubyh	深表遗憾
ubyi	事不宜迟
ubyj	身不由己
ubys	恕不远送
ubyt	生搬硬套
ubyy	是不一样
ubz	上辈子
ubzi	使绊子
ubzl	时不再来
uc	少
ucaw	恃才傲物
ucb	睄
ucbb	䏴
ucbd	烧白
ucbk	烧饼
ucbl	深藏不露
ucbu	𧳹
uccd	烧菜
uccd	说曹操曹操到
ucd	梢
ucda	稍大
ucdc	烧到
ucdd	捎带
ucdg	稍等
ucdi	杓
ucdm	少点
ucdm	杓
ucdn	烧掉
ucdr	稍短
ucdr	柖
uceb	潲
ucee	烧鹅
ucee	溲
ucer	少儿
ucf	烧
ucf	燒
ucfe	𢼼
ucfg	燿
ucfj	烧饭
ucfl	𨙹
ucfl	𨛍
ucfu	少妇
ucfu	焼
ucfu	燒
ucfy	神采飞扬
ucgf	诗词歌赋
ucgj	稍感
ucgl	烧光
ucgo	烧锅
ucgr	㲈
uch	稍
uch	艄
ucha	颵
uchb	筲
uchb	䈰
uchb	䈾
uchb	颵
uchb	𥳓
uchb	𥵦
uchc	稍好
uchd	𥳓
uche	㪢
uchf	𥵦
uchh	𨈘
uchj	生存环境
uchl	烧荒
ucho	烧火
uchr	笤
uchs	烧红
uchv	烧毁
uchv	𡡏
uchz	稍后
ucia	稍差
ucib	𥙬
ucig	烧成
ucih	稍长
ucii	少吃
ucir	𢦽
ucj	收藏夹
ucjb	輎
ucje	𢾐
ucji	烧鸡
ucjl	少将
ucjm	少见
ucjn	烧焦
ucjq	烧酒
ucjv	上层建筑
ucjx	稍加
uckc	烧烤
uckd	烧开
uclb	少林
uclb	蛸
ucld	少来
ucle	少了
uclh	舌灿莲花
ucll	少量
uclr	牊
uclr	袑
uclv	生存率
ucmb	𥙬
ucmr	玿
ucna	𱇯
ucnb	弰
ucnb	鮹
ucnb	𧣪
ucnb	𱇯
ucnj	少男
ucnm	少年
ucnv	少女
ucor	佋
ucor	䬰
ucp	勺
ucpb	收藏品
ucq	捎
ucqb	𦓴
ucqm	烧钱
ucqr	招
ucqu	捎去
ucqx	哨卡
ucr	哨
ucre	𠷃
ucrz	烧肉
ucs	邵
ucsb	髾
ucsb	𨲆
ucsb	𩬏
ucsf	綤
ucsf	𤉎
ucsi	烧死
ucsl	卲
ucso	哨所
ucsr	召
ucsr	𠣫
ucss	劭
ucss	𨱭
ucsu	䙼
ucsu	𰴖
ucsy	𠧙
uct	鞘
uct	苕
ucta	𦿃
uctb	䔠
uctb	莦
uctb	蕱
uctb	𦿃
ucth	䒚
ucti	少提
ucti	芍
uctm	芍
uctr	𦯐
ucuc	稍稍
ucug	哨声
ucuh	烧伤
ucui	少时
ucuj	韶山
ucuk	少帅
ucuo	少说
ucuu	少数
ucuv	烧水
ucv	绍
ucvb	娋
ucvb	綃
ucvb	𦄏
ucvc	烧着
ucvd	生财之道
ucvj	身残志坚
ucvl	少壮
ucvo	烧灼
ucvr	紹
ucvr	㸛
ucwr	𤱠
ucww	稍微
ucxi	稍息
ucxk	绍兴
ucxl	烧香
ucxm	稍显
ucxn	少校
ucxp	少些
ucxt	上蹿下跳
ucxu	少许
ucy	韶
ucya	烧鸭
ucyb	哨音
ucyb	旓
ucyc	芍药
ucyd	生财有道
ucye	少爷
ucyg	竰
ucyl	生存压力
ucyu	少于
ucyx	受此影响
ucyy	神采奕奕
ucyz	稍有
ucze	少则
uczi	勺子
uczo	稍作
ud	收到
uda	晒
udaf	㬠
udap	曬
udbi	手到病除
udbt	说的比唱的好听
uddh	手动挡
uddi	说到底
uddv	说得对
uddx	说东道西
udep	㴓
udfu	士大夫
udfw	水电费
udgj	晒干
udgq	说得过去
udgv	失道寡助
udh	筛
udhb	篩
udhe	𩴇
udhh	䵘
udhh	𬓸
udhl	簛
udho	簁
udhs	树倒猢狲散
udhw	晒黑
udia	筛查
udji	生旦净丑
udji	鼠肚鸡肠
udjp	圣诞节
udju	水电局
udjx	声东击西
udkd	杀
udke	殺
udkh	筛糠
udkl	圣诞快乐
udko	閷
udl	收到了
udle	上当了
udle	𢄌
udle	𧜁
udln	受得了
udlr	圣诞老人
udlt	事到临头
udm	酾
udmb	圣多美和普林西比
udmc	𨢦
udmk	𩂃
udmk	𩂝
udmp	釃
udn	色
udnj	蜀道难
udnt	蜀道难，难于上青天
udqf	适得其反
udqi	水到渠成
udqi	首当其冲
udql	手到擒来
udqp	㩄
udqu	舐犊情深
udrf	十多人
udrj	事到如今
udrx	世道人心
udti	识大体
udts	手电筒
udtt	上得厅堂
udtu	晒图
uduc	是对是错
udud	晒晒
udug	山东省
uduh	上刀山，下火海
udui	水滴石穿
udup	上当受骗
uduu	胜读十年书
udux	时断时续
udvc	睡得着
udvf	树大招风
udvf	繺
udvj	闪电战
udvp	纚
udwp	硕大无朋
udwz	数典忘祖
udxi	世代相传
udxk	煽动性
udxr	筛选
udxx	生动形象
udyb	伤敌一千，自损八百
udyg	圣地亚哥
udyu	书到用时方恨少
udz	书呆子
udzd	说到做到
udzi	色子
udzj	生当作人杰
udzy	师道尊严
ue	设
ueaa	闍
uean	涉案
uean	㓭
ueap	𢗭
ueb	赊
uebc	社保
uebd	賖
uebf	折本
uebf	賒
uebh	食而不化
uebj	视而不见
uebj	𥍉
uebl	疏而不漏
uebo	睫
uebr	䞌
uebr	𧵳
uebr	𩩗
uebu	十恶不赦
uebw	设备
ueby	少儿不宜
uecd	釶
uecd	鉇
uecd	鍦
uech	䤮
uecp	鉈
uecr	𧮿
uedb	栜
uedd	韘
uedd	𣝒
uede	舍得
uede	𪳍
uedj	蛇胆
uedj	欇
uedk	设定
uedn	射雕
uedo	檨
uedt	𥁹
uee	涉
ueed	𣸚
ueee	滠
ueee	㴇
ueeh	渉
ueej	灄
ueep	㵃
ueer	涻
uefa	设法
uefd	失而复得
ueff	十二分
uefh	设防
uefm	善恶分明
uefu	慑服
ueg	赦
uegf	舌根
uegr	舍管
uegs	社工
ueh	射
ueh	舌
uehd	𥝀
uehk	䠶
uehr	𤙱
uehv	社会
uehx	奢华
uei	社
uei	麝
ueig	设成
ueii	奢侈
ueir	𢉃
ueit	䀅
ueiu	射出
ueiw	䄕
uej	涉及
uejb	射进
ueji	设计
uejk	射精
uejm	舌尖
uejm	射箭
uejn	社交
ueju	设局
ueka	奢
uekc	𤺔
uekd	杀
ueke	殺
ueki	𤠭
uekn	奓
ueko	𪽴
uekr	猞
ueks	社恐
uel	蛇
uel	阇
ueld	虵
ueld	蠂
ueld	𧉮
ueli	设立
ueln	蛥
uelp	涉猎
uelr	蛞
uelu	摄录
uely	社论
uem	社
uem	舌
uem	厍
uema	𥔡
uema	𨣍
uemb	𩂴
uemd	碟
uemf	射门
uemi	奢靡
uemj	厙
uemk	𠪣
ueml	邪
uemm	赦免
uemo	𣣭
uemt	䀅
uemt	𩂨
uemw	䄕
uend	弽
uenq	社牛
uenr	𱅚
ueo	舍
ueod	𠋞
ueof	佘
ueol	𨝫
ueon	䬷
ueoo	歙
ueop	铊
ueor	舎
ueow	畲
ueow	畬
uep	慑
uepa	慴
uepd	生而平等
uepj	懾
uepk	社评
ueq	摄
ueq	捨
ueqc	摂
ueqd	揲
ueqd	𱂊
ueqf	摵
ueqi	舍弃
ueqj	攝
ueql	折
ueqm	赊欠
ueqo	𢶅
ueqq	奢求
ueqr	拾
ueqr	捨
uequ	社区
ueqx	设卡
uera	𠾏
uera	𡄢
uerj	叶
uero	𠴯
ueru	摄入
uesb	𩮐
uesi	射死
uesi	𩙝
uesj	聶
uesr	騇
uess	十二三岁
uesv	十二岁
uetd	舌苔
uetd	葉
uetd	𦴍
uete	蔎
uete	𰰺
uetf	𦯬
uetj	奢谈
uetl	𦼢
uetr	社团
uetz	舌头
ueu	𪨶
ueua	射杀
ueuf	舍身
ueui	设施
ueuj	輋
ueuv	涉水
ueuz	射手
uev	赊账
uevd	𥿞
uevg	摄政
uevh	社长
uevh	𦁗
uevi	设置
uevj	舌战
uevs	射中
uevv	生而知之
uewd	涉外
uewh	奢望
ueww	设为
uexk	蛇形
uexl	摄像
uexl	设想
uexm	涉嫌
uexn	赊销
uexp	蛇蝎
ueya	譇
ueyd	䜓
ueye	設
ueyf	十二月份
ueyj	设宴
ueyk	摄影
ueyn	生儿育女
ueyr	社员
ueyr	讋
ueyt	十二月
ueyz	舍友
uezu	涉足
uf	深
uf	束缚
ufae	𣇗
ufah	曑
ufai	深爱
ufaj	曋
ufan	深谙
ufao	深奥
ufau	𨴐
ufb	胂
ufbc	申报
ufbd	罙
ufbd	𦜊
ufbe	𥆣
ufbg	是福不是祸，是祸躲不过
ufbj	申办
ufbj	瞫
ufbj	尚方宝剑
ufbk	肾病
ufbl	眒
ufbm	身边
ufbs	伤风败俗
ufbv	脤
ufcd	身材
ufcd	神采
ufce	身侧
ufcg	深层
ufch	深藏
ufcj	身残
ufcl	鉮
ufcv	鋠
ufd	椹
ufdc	伸到
ufdh	煽风点火
ufdh	椮
ufdh	槮
ufdj	𣘘
ufdj	𣘲
ufdk	审定
ufdl	柛
ufdl	榊
ufdl	𰗵
ufdm	神殿
ufdn	棽
ufdr	身段
ufdu	深度
ufdu	㮱
ufdw	㰂
ufdx	师范大学
ufe	沈
ufe	顺风耳
ufeh	渗
ufeh	滲
ufeh	涁
ufel	渖
ufep	淰
ufep	㵕
ufep	𣿇
ufer	甚而
ufew	瀋
uffa	身法
uffd	燊
uffd	𤏗
ufff	身份
uffh	糁
uffj	籸
uffk	籸
uffl	𥸬
uffm	赏罚分明
uffn	籶
uffo	神佛
uffu	神父
uffv	煁
ufgc	身高
ufgd	堔
ufgg	深耕
ufgg	是非功过
ufgj	深感
ufgk	神怪
ufgl	深广
ufgs	神功
ufgv	深闺
ufgz	申购
ufh	身
ufh	深化
ufhb	是非黑白
ufhb	甧
ufhc	甚好
ufhd	深海
ufhe	审核
ufhf	鵢
ufhi	𠂧
ufhj	䅸
ufhj	𨐍
ufhk	身怀
ufhl	䰠
ufhl	𥬐
ufhl	𨞲
ufhm	甡
ufhm	𤕊
ufho	甚或
ufhp	𨊘
ufhr	身患
ufhs	深红
ufhu	深沪
ufhu	兟
ufhu	𥳱
ufhv	深灰
ufhx	神话
ufhz	深厚
ufhz	身后
ufi	神
ufia	审查
ufib	𢈇
ufic	𰄁
ufid	𠘆
ufid	𢊖
ufid	𢊲
ufif	深沉
ufih	参
ufih	參
ufih	𠗿
ufih	𢈯
ufih	𰄁
ufii	申斥
ufii	𣔗
ufil	谉
ufil	𨝐
ufim	叄
ufip	谂
ufir	身穿
ufiu	伸出
ufiu	渗出
ufiu	诜
ufiu	𢈇
ufiv	谌
ufiv	祳
ufiz	深仇
ufj	审
ufj	審
ufj	煞风景
ufjb	伸进
ufjc	𥥍
ufjd	杀伐决断
ufjd	穼
ufjd	宷
ufjf	䆦
ufjf	𥥿
ufji	审计
ufjj	删繁就简
ufjk	神经
ufjn	深交
ufjp	杀富济贫
ufjq	深究
ufjs	𠃫
ufju	覾
ufjw	上房揭瓦
ufjw	審
ufjx	身价
ufka	昚
ufkd	伸开
ufkd	㚞
ufke	深刻
ufkg	深坑
ufkh	瘆
ufkh	瘮
ufkh	𤶴
ufkj	神龛
ufkj	㾕
ufks	深恐
ufku	眘
ufkv	肾亏
ufkv	瘎
ufkx	煞费苦心
ufl	申
ufl	说服力
uflb	肾
uflc	頥
uflh	襂
uflh	裑
ufli	审理
uflj	深蓝
uflk	神灵
ufll	邥
uflm	襳
ufln	神聊
ufls	神龙
uflv	深绿
uflv	蜄
ufm	砷
ufm	蜃
ufm	珅
ufmd	深埋
ufme	什么
ufmi	神秘
ufmk	申明
ufmk	神明
ufml	神
ufmn	神庙
ufmo	神魔
ufmo	㰮
ufmv	震
ufmv	祳
ufmw	审美
ufmw	𱵁
ufn	鲹
ufna	𱇙
ufnb	𧢹
ufnc	𢏎
ufnh	鯓
ufnh	鯵
ufnh	鰺
ufnj	𨐔
ufnj	𩺵
ufnk	矤
ufnk	𢏦
ufnk	𩶇
ufnl	婶娘
ufnl	鰰
ufno	弞
ufnu	魫
ufnu	𡖬
ufnu	𬳽
ufnu	𱇙
ufnv	神女
ufo	什
ufo	伸
ufoh	㑗
ufok	敒
ufok	𥏖
ufol	矧
ufol	𬬹
ufol	氠
ufon	伔
ufon	侺
ufor	信
ufou	侁
ufou	伔
ufov	𫓵
ufp	慎
ufpc	愼
ufph	身旁
ufpi	审批
ufpj	审判
ufpk	审评
ufpl	𢘊
ufqc	搷
ufqh	适逢其会
ufqi	神奇
ufqj	扟
ufqk	申请
ufqk	神情
ufqk	扟
ufql	抻
ufql	𭡜
ufqm	深浅
ufqp	深切
ufqq	深秋
ufqr	神权
ufqu	身躯
ufqu	抌
ufqv	是非曲直
ufqw	𢸙
ufr	哂
ufrf	神人
ufrh	𠻝
ufrl	呻
ufrl	吲
ufro	㕥
ufru	深入
ufru	渗入
ufrx	世风日下
ufsb	腎
ufsc	頣
ufsd	䯂
ufse	深色
ufse	神色
ufsi	深思
ufsj	𦐹
ufsj	𨐕
ufsl	𦕽
ufso	伸缩
ufso	𦜜
ufsr	神算
ufsu	神速
ufsu	駪
ufsv	深邃
uft	甚
uft	神坛
uftd	神态
uftd	𦸂
uftd	𦸯
ufte	葠
ufte	蓡
ufte	薓
ufth	蔘
ufti	身体
uftj	神探
uftj	莘
uftl	𩉼
uftl	𱽖
ufts	神通
ufts	神童
uftu	𦺷
uftv	伸腿
uftv	葚
uftw	𧀯
uftz	渗透
ufue	神社
ufuf	深深
ufug	神圣
ufuh	身上
ufui	绅士
ufuj	深山
ufuj	峷
ufuj	𡼬
ufuu	申述
ufuu	屾
ufuu	顺风顺水
ufuv	渗水
ufuz	伸手
ufv	婶
ufv	绅
ufv	嬸
ufvd	是非之地
ufvd	綝
ufvf	深圳
ufvg	身份证
ufvh	伸张
ufvi	甚至
ufvj	伸展
ufvj	㚨
ufvk	㚨
ufvl	紳
ufvl	妽
ufvo	身着
ufvr	身负重任
ufvs	慎重
ufvu	姺
ufvv	娠
ufvw	深孚众望
ufvw	嬸
ufvy	十分之一
ufvz	神州
ufwd	罧
ufwf	审问
ufwh	身亡
ufwh	𦌀
ufwu	神武
ufwv	黮
ufww	身为
ufxb	身心
ufxk	身形
ufxl	神像
ufxm	神仙
ufxr	慎选
ufxt	神学
ufxu	肾虚
ufxx	师范学校
ufxy	审讯
ufyb	呻吟
ufye	深夜
ufyh	沈阳
ufyi	审议
ufyj	审验
ufyk	身影
ufyl	訠
ufyl	訷
ufyp	諗
ufyr	深渊
ufyr	深远
ufys	慎用
ufyt	审阅
ufyu	訦
ufyu	詵
ufyv	㜪
ufyv	諶
ufyw	讅
ufyx	收发由心
ufyy	神韵
ufyz	神游
ufz	身姿
ufzc	深造
ufzd	身在
ufzh	肾脏
ufzi	身子
ufzr	收发自如
ug	生
ug	省
ugai	琞
ugaq	曻
ugas	晟
ugas	晠
ugat	昇
ugau	𧡶
ugau	𨵥
ugb	胜
ugbc	䞉
ugbc	賸
ugbd	胜败
ugbd	榺
ugbh	食古不化
ugbk	生病
ugbm	生变
ugbm	貹
ugbo	声波
ugbo	𬂉
ugbo	𰷩
ugbs	勝
ugbs	𦛙
ugbu	声部
ugby	深更半夜
ugc	剩菜
ugcd	生菜
ugci	生词
ugcm	鉎
ugcm	鍟
ugcy	生存
ugda	盛大
ugdc	声道
ugdd	声带
ugde	省得
ugdg	闪光灯
ugdi	圣地
ugdj	圣诞
ugdm	省电
ugdm	栍
ugdn	声调
ugdp	升跌
ugds	生动
ugds	橳
ugdt	枡
ugdu	㮐
ugdw	施工单位
uge	圣
uge	渑
ugeg	善贾而沽
ugem	泩
ugem	湦
ugen	圣恩
ugep	溗
ugeu	渻
ugeu	澠
ugf	升幅
ugfc	升官发财
ugff	省份
ugfj	剩饭
ugfl	𨜜
ugfn	㼳
ugft	焺
ugfu	胜负
ugfu	䚇
ugg	声
uggc	升高
uggf	生根
uggj	聲
uggn	𱰎
uggo	胜过
uggr	升官
uggt	墭
ugh	剩
ugh	升
ugha	鼪
ughb	𤯡
ughc	生蚝
ughc	䪿
ughd	𬸆
ughf	䲼
ughf	𪅻
ughg	𤚣
ughg	𦩱
ughj	睡个好觉
ughj	𦖞
ughm	笙
ughm	牲
ughm	甡
ughm	鼪
ughm	𬸆
ughn	剰
ugho	生活
ugho	𣢡
ughp	乘
ughr	生还
ughs	甥
ughs	𥟎
ught	乗
ught	鵿
ughu	眚
ughu	箵
ughu	𣬺
ughv	省会
ughv	盛会
ughx	升华
ughx	生化
ughy	山高皇帝远
ugi	盛
ugif	生辰
ugig	生成
ugii	生吃
ugij	生产
ugik	𢦑
ugim	䴤
ugir	盛传
ugit	𥘥
ugiu	胜出
ugiz	生抽
ugj	生姜
ugjb	省劲
ugjc	硕果仅存
ugjg	说干就干
ugji	升级
ugjk	圣经
ugjl	升降
ugjp	圣洁
ugjq	时过境迁
ugjr	声光交融 指尖灵动 当肾上腺素开始飙升 当神经开始紧绷 当大脑开始高速运转 从这一刹那起 身心便沉浸在这场视听盛宴中 BMS 将音乐节奏融入至按键中 让音乐梦想触手可及 无论是残血过关的喜悦 还是点灯未果的失落 都是你突破自我 创造可能 享受音游 享受生活 心中有光 闪耀四方 BMS 不为所动 做更专业的自己
ugju	胜局
ugju	𡨽
ugka	声卡
ugkd	盛开
ugkl	盛况
ugkm	狌
ugks	声控
ugku	㾪
ugkz	牲口
ugl	生理
ugld	生来
uglg	生冷
ugli	胜利
uglk	生灵
ugll	硕果累累
uglt	省略
uglu	生路
uglu	𧍖
uglv	胜率
uglx	瘦骨嶙峋
ugm	声明
ugmc	神鬼莫测
ugmg	生猛
ugmi	生米
ugmk	生命
ugmm	殅
ugmm	珄
ugmt	视功名如粪土
ugmt	𥘥
ugmu	声母
ugmu	㱡
ugmw	说个没完
ugna	声呐
ugna	陹
ugnd	䱆
ugng	陞
ugnj	斘
ugnl	𨚱
ugnm	盛年
ugnt	阩
ugnu	盛怒
ugnu	鱦
ugnw	省内
ugod	𠓸
ugoj	𠓽
ugom	𠇷
ugom	𰽫
ugom	𰾝
ugou	䁞
ugou	偗
ugpa	生怕
ugpb	声频
ugpi	生僻
ugpk	生平
ugpu	憴
ugpu	𰑪
ugpw	甸
ugqb	生擒
ugqi	生气
ugqi	升起
ugqi	升旗
ugqk	盛情
ugqm	省钱
ugqu	省去
ugqu	𦔄
ugqx	双管齐下
ugrf	胜任
ugrg	𨁠
ugrh	𠴢
ugri	生日
ugrt	呏
ugrt	𧿘
ugru	㗂
ugs	聖
ugse	生涩
ugsg	聖
ugsi	生死
ugso	绳索
ugsr	胜算
ugsu	胜诉
ugsu	𨲓
ugtc	声讨
ugtd	生态
ugtg	升腾
ugti	绳梯
ugtj	圣坛
ugtm	升天
ugtm	苼
ugtn	𩍋
ugtp	生铁
ugts	蕂
ugtu	𦳗
ugty	生吞
ugtz	摔跟头
ugu	嵊
ugud	时高时低
ugug	生生
ugug	省省
ugui	省事
uguj	上个世纪
uguk	盛衰
ugus	水光山色
uguu	生疏
uguz	生手
ugv	绳
ugv	繩
ugvh	生长
ugvh	省长
ugvi	升值
ugvj	圣战
ugvl	盛装
ugvu	生猪
ugvu	縄
ugvu	𡞞
ugvu	繩
ugvv	收官之战
ugwf	升温
ugwg	畻
ugwh	声望
ugwh	尸骨未寒
ugwu	生物
ugww	省委
ugxb	省心
ugxi	生息
ugxk	盛行
ugxk	生性
ugxl	声响
ugxm	生鲜
ugxm	圣贤
ugxn	生效
ugxq	生锈
ugxt	升学
ugxu	升序
ugxx	剩下
ugy	上个月
ugya	生涯
ugyb	声音
ugyd	椉
ugyh	生养
ugyi	生意
ugyj	盛宴
ugyk	生硬
ugyp	𧪝
ugyr	声援
ugyt	声乐
ugyt	竔
ugyt	𦕡
ugyu	剩余
ugyu	声誉
ugyu	譝
ugyv	𨕻
ugyy	声韵
ugyz	省油
ugzi	绳子
ugzj	盛赞
uh	上
uh	伤害
uha	晌
uhal	曏
uhan	上岸
uhba	伤疤
uhbb	上宾
uhbc	上报
uhbc	贘
uhbd	上百
uhbh	上榜
uhbj	上班
uhbk	伤病
uhbm	上边
uhbn	商标
uhbu	上部
uhbw	伤悲
uhby	尸横遍野
uhc	赏赐
uhcc	上操
uhcc	鑜
uhcd	上菜
uhce	上策
uhcg	上层
uhch	上苍
uhci	上次
uhcj	伤残
uhcr	銄
uhcy	尚存
uhd	上的
uhdc	上道
uhdd	尚待
uhdd	神魂颠倒
uhdg	上等
uhdh	上当
uhdi	上帝
uhdk	商定
uhdm	商店
uhdn	上吊
uhdr	上端
uhdu	𧡮
uhdx	上海大学
uhdy	疏忽大意
uheb	滳
uhee	上颚
uheh	汤
uheh	湯
uheh	漡
uhf	尚
uhf	熵
uhf	裳
uhfa	赏罚
uhfc	賞
uhff	上坟
uhfg	伤风
uhfh	上方
uhfj	商贩
uhfo	赏
uhfr	尙
uhfu	上浮
uhg	墒
uhge	上个
uhgh	上岗
uhgj	伤感
uhgl	赏光
uhgp	摄魂勾魄
uhgr	上官
